location,date,total_cases_per_million,total_deaths_per_million
Afghanistan,31-12-2019,,
Afghanistan,01-01-2020,,
Afghanistan,02-01-2020,,
Afghanistan,03-01-2020,,
Afghanistan,04-01-2020,,
Afghanistan,05-01-2020,,
Afghanistan,06-01-2020,,
Afghanistan,07-01-2020,,
Afghanistan,08-01-2020,,
Afghanistan,09-01-2020,,
Afghanistan,10-01-2020,,
Afghanistan,11-01-2020,,
Afghanistan,12-01-2020,,
Afghanistan,13-01-2020,,
Afghanistan,14-01-2020,,
Afghanistan,15-01-2020,,
Afghanistan,16-01-2020,,
Afghanistan,17-01-2020,,
Afghanistan,18-01-2020,,
Afghanistan,19-01-2020,,
Afghanistan,20-01-2020,,
Afghanistan,21-01-2020,,
Afghanistan,22-01-2020,,
Afghanistan,23-01-2020,,
Afghanistan,24-01-2020,,
Afghanistan,25-01-2020,,
Afghanistan,26-01-2020,,
Afghanistan,27-01-2020,,
Afghanistan,28-01-2020,,
Afghanistan,29-01-2020,,
Afghanistan,30-01-2020,,
Afghanistan,31-01-2020,,
Afghanistan,01-02-2020,,
Afghanistan,02-02-2020,,
Afghanistan,03-02-2020,,
Afghanistan,04-02-2020,,
Afghanistan,05-02-2020,,
Afghanistan,06-02-2020,,
Afghanistan,07-02-2020,,
Afghanistan,08-02-2020,,
Afghanistan,09-02-2020,,
Afghanistan,10-02-2020,,
Afghanistan,11-02-2020,,
Afghanistan,12-02-2020,,
Afghanistan,13-02-2020,,
Afghanistan,14-02-2020,,
Afghanistan,15-02-2020,,
Afghanistan,16-02-2020,,
Afghanistan,17-02-2020,,
Afghanistan,18-02-2020,,
Afghanistan,19-02-2020,,
Afghanistan,20-02-2020,,
Afghanistan,21-02-2020,,
Afghanistan,22-02-2020,,
Afghanistan,23-02-2020,,
Afghanistan,24-02-2020,,
Afghanistan,25-02-2020,0.026,
Afghanistan,26-02-2020,0.026,
Afghanistan,27-02-2020,0.026,
Afghanistan,28-02-2020,0.026,
Afghanistan,29-02-2020,0.026,
Afghanistan,01-03-2020,0.026,
Afghanistan,02-03-2020,0.026,
Afghanistan,03-03-2020,,
Afghanistan,04-03-2020,,
Afghanistan,05-03-2020,,
Afghanistan,06-03-2020,,
Afghanistan,07-03-2020,,
Afghanistan,08-03-2020,0.103,
Afghanistan,09-03-2020,,
Afghanistan,10-03-2020,,
Afghanistan,11-03-2020,0.18,
Afghanistan,12-03-2020,,
Afghanistan,13-03-2020,,
Afghanistan,14-03-2020,,
Afghanistan,15-03-2020,0.257,
Afghanistan,16-03-2020,0.411,
Afghanistan,17-03-2020,0.539,
Afghanistan,18-03-2020,0.565,
Afghanistan,19-03-2020,0.565,
Afghanistan,20-03-2020,0.565,
Afghanistan,21-03-2020,0.617,
Afghanistan,22-03-2020,0.617,
Afghanistan,23-03-2020,0.873,
Afghanistan,24-03-2020,1.028,0.026
Afghanistan,25-03-2020,1.079,0.026
Afghanistan,26-03-2020,1.927,0.026
Afghanistan,27-03-2020,1.927,0.026
Afghanistan,28-03-2020,2.338,0.051
Afghanistan,29-03-2020,2.723,0.077
Afghanistan,30-03-2020,2.928,0.103
Afghanistan,31-03-2020,3.622,0.103
Afghanistan,01-04-2020,4.264,0.103
Afghanistan,02-04-2020,4.932,0.103
Afghanistan,03-04-2020,6.037,0.103
Afghanistan,04-04-2020,6.037,0.103
Afghanistan,05-04-2020,6.936,0.128
Afghanistan,06-04-2020,7.681,0.18
Afghanistan,07-04-2020,8.657,0.18
Afghanistan,08-04-2020,9.428,0.283
Afghanistan,09-04-2020,10.866,0.36
Afghanistan,10-04-2020,12.433,0.385
Afghanistan,11-04-2020,13.384,0.385
Afghanistan,12-04-2020,14.257,0.462
Afghanistan,13-04-2020,15.593,0.462
Afghanistan,14-04-2020,17.083,0.539
Afghanistan,15-04-2020,18.341,0.591
Afghanistan,16-04-2020,20.14,0.642
Afghanistan,17-04-2020,20.396,0.745
Afghanistan,18-04-2020,21.707,0.771
Afghanistan,19-04-2020,23.325,0.771
Afghanistan,20-04-2020,25.585,0.848
Afghanistan,21-04-2020,26.485,0.899
Afghanistan,22-04-2020,28.052,0.925
Afghanistan,23-04-2020,30.209,1.028
Afghanistan,24-04-2020,32.907,1.079
Afghanistan,25-04-2020,34.705,1.105
Afghanistan,26-04-2020,37.582,1.207
Afghanistan,27-04-2020,39.329,1.464
Afghanistan,28-04-2020,43.747,1.464
Afghanistan,29-04-2020,46.932,1.541
Afghanistan,30-04-2020,50.066,1.541
Afghanistan,01-05-2020,55.769,1.644
Afghanistan,02-05-2020,59.982,1.747
Afghanistan,03-05-2020,63.424,1.85
Afghanistan,04-05-2020,69.461,2.183
Afghanistan,05-05-2020,74.342,2.312
Afghanistan,06-05-2020,82.819,2.44
Afghanistan,07-05-2020,87.134,2.672
Afghanistan,08-05-2020,91.527,2.723
Afghanistan,09-05-2020,97.05,2.8
Afghanistan,10-05-2020,103.601,2.954
Afghanistan,11-05-2020,113.08,3.083
Afghanistan,12-05-2020,120.401,3.134
Afghanistan,13-05-2020,127.593,3.262
Afghanistan,14-05-2020,134.247,3.339
Afghanistan,15-05-2020,137.149,3.494
Afghanistan,16-05-2020,164.456,4.316
Afghanistan,17-05-2020,164.456,4.316
Afghanistan,18-05-2020,171.186,4.341
Afghanistan,19-05-2020,181.667,4.444
Afghanistan,20-05-2020,196.592,4.573
Afghanistan,21-05-2020,209.231,4.804
Afghanistan,22-05-2020,222.871,4.958
Afghanistan,23-05-2020,236.743,5.266
Afghanistan,24-05-2020,256.831,5.549
Afghanistan,25-05-2020,271.833,5.6
Afghanistan,26-05-2020,287.015,5.626
Afghanistan,27-05-2020,303.917,5.651
Afghanistan,28-05-2020,319.973,5.831
Afghanistan,29-05-2020,334.872,6.037
Afghanistan,30-05-2020,350.875,6.319
Afghanistan,31-05-2020,373.121,6.396
Afghanistan,01-06-2020,390.589,6.602
Afghanistan,02-06-2020,404.59,6.807
Afghanistan,03-06-2020,424.087,6.936
Afghanistan,04-06-2020,443.559,7.552
Afghanistan,05-06-2020,463.775,7.706
Afghanistan,06-06-2020,487.28,7.938
Afghanistan,07-06-2020,502.23,8.4
Afghanistan,08-06-2020,522.55,9.171
Afghanistan,09-06-2020,537.321,9.479
Afghanistan,10-06-2020,551.244,9.864
Afghanistan,11-06-2020,568.814,10.404
Afghanistan,12-06-2020,588.003,10.943
Afghanistan,13-06-2020,604.855,11.457
Afghanistan,14-06-2020,619.138,11.585
Afghanistan,15-06-2020,636.195,12.099
Afghanistan,16-06-2020,655.743,12.279
Afghanistan,17-06-2020,675.857,12.613
Afghanistan,18-06-2020,690.345,12.947
Afghanistan,19-06-2020,707.248,14.026
Afghanistan,20-06-2020,716.136,14.077
Afghanistan,21-06-2020,730.162,14.617
Afghanistan,22-06-2020,740.669,14.925
Afghanistan,23-06-2020,748.632,15.362
Afghanistan,24-06-2020,757.315,15.875
Afghanistan,25-06-2020,763.326,16.415
Afghanistan,26-06-2020,775.142,17.34
Afghanistan,27-06-2020,782.232,17.545
Afghanistan,28-06-2020,786.471,18.059
Afghanistan,29-06-2020,795.487,18.521
Afghanistan,30-06-2020,802.449,18.829
Afghanistan,01-07-2020,809.616,19.163
Afghanistan,02-07-2020,817.81,19.883
Afghanistan,03-07-2020,822.588,20.73
Afghanistan,04-07-2020,830.346,21.039
Afghanistan,05-07-2020,839.286,21.218
Afghanistan,06-07-2020,846.453,22.195
Afghanistan,07-07-2020,857.576,23.633
Afghanistan,08-07-2020,862.97,24.044
Afghanistan,09-07-2020,864.486,24.07
Afghanistan,10-07-2020,871.036,24.584
Afghanistan,11-07-2020,882.802,25.534
Afghanistan,12-07-2020,884.985,25.945
Afghanistan,13-07-2020,884.985,25.945
Afghanistan,14-07-2020,885.088,25.996
Afghanistan,15-07-2020,892.409,26.844
Afghanistan,16-07-2020,898.934,28.103
Afghanistan,17-07-2020,900.886,28.642
Afghanistan,18-07-2020,906.512,29.464
Afghanistan,19-07-2020,906.82,29.901
Afghanistan,20-07-2020,911.29,30.338
Afghanistan,21-07-2020,914.886,30.466
Afghanistan,22-07-2020,917.763,30.569
Afghanistan,23-07-2020,922.593,31.108
Afghanistan,24-07-2020,922.927,31.108
Afghanistan,25-07-2020,925.701,32.008
Afghanistan,26-07-2020,928.809,32.341
Afghanistan,27-07-2020,931.532,32.598
Afghanistan,28-07-2020,934.229,32.624
Afghanistan,29-07-2020,936.875,32.65
Afghanistan,30-07-2020,936.875,32.65
Afghanistan,31-07-2020,938.699,32.65
Afghanistan,01-08-2020,943.015,32.958
Afghanistan,02-08-2020,943.015,32.958
Afghanistan,03-08-2020,943.015,32.984
Afghanistan,04-08-2020,943.965,33.086
Afghanistan,05-08-2020,946.072,33.241
Afghanistan,06-08-2020,947.793,33.343
Afghanistan,07-08-2020,948.846,33.343
Afghanistan,08-08-2020,950.85,33.575
Afghanistan,09-08-2020,951.852,33.703
Afghanistan,10-08-2020,951.852,33.703
Afghanistan,11-08-2020,951.852,33.703
Afghanistan,12-08-2020,957.374,34.525
Afghanistan,13-08-2020,959.327,34.782
Afghanistan,14-08-2020,961.356,35.013
Afghanistan,15-08-2020,961.536,35.013
Afghanistan,16-08-2020,964.619,35.193
Afghanistan,17-08-2020,965.775,35.321
Afghanistan,18-08-2020,965.852,35.321
Afghanistan,19-08-2020,965.852,35.321
Afghanistan,20-08-2020,969.962,35.527
Afghanistan,21-08-2020,972.453,35.578
Afghanistan,22-08-2020,973.43,35.578
Afghanistan,23-08-2020,976.127,35.63
Afghanistan,24-08-2020,976.127,35.63
Afghanistan,25-08-2020,977.951,35.886
Afghanistan,26-08-2020,977.976,35.886
Afghanistan,27-08-2020,979.389,35.989
Afghanistan,28-08-2020,979.466,35.989
Afghanistan,29-08-2020,979.749,36.015
Afghanistan,30-08-2020,979.826,36.015
Afghanistan,31-08-2020,980.314,36.015
Afghanistan,01-09-2020,981.187,36.118
Afghanistan,02-09-2020,981.419,36.118
Afghanistan,03-09-2020,982.395,36.195
Afghanistan,04-09-2020,983.551,36.22
Afghanistan,05-09-2020,983.962,36.22
Afghanistan,06-09-2020,984.476,36.22
Afghanistan,07-09-2020,986.376,36.272
Afghanistan,08-09-2020,988.843,36.349
Afghanistan,09-09-2020,989.51,36.426
Afghanistan,10-09-2020,990.127,36.477
Afghanistan,11-09-2020,990.846,36.477
Afghanistan,12-09-2020,991.72,36.477
Afghanistan,13-09-2020,992.619,36.477
Afghanistan,14-09-2020,994.545,36.477
Afghanistan,15-09-2020,997.088,36.631
Afghanistan,16-09-2020,998.116,36.888
Afghanistan,17-09-2020,998.553,36.888
Afghanistan,18-09-2020,998.553,36.888
Afghanistan,19-09-2020,999.76,36.914
Afghanistan,20-09-2020,1002.971,37.017
Afghanistan,21-09-2020,1002.971,37.017
Afghanistan,22-09-2020,1003.742,37.094
Afghanistan,23-09-2020,1005.566,37.145
Afghanistan,24-09-2020,1006.208,37.274
Afghanistan,25-09-2020,1006.619,37.274
Afghanistan,26-09-2020,1006.773,37.325
Afghanistan,27-09-2020,1007.672,37.325
Afghanistan,28-09-2020,1007.672,37.325
Afghanistan,29-09-2020,1007.98,37.402
Afghanistan,30-09-2020,1008.366,37.453
Afghanistan,01-10-2020,1008.725,37.453
Afghanistan,02-10-2020,1009.162,37.453
Afghanistan,03-10-2020,1009.29,37.453
Afghanistan,04-10-2020,1009.47,37.556
Afghanistan,05-10-2020,1010.6,37.556
Afghanistan,06-10-2020,1014.325,37.685
Afghanistan,07-10-2020,1015.918,37.736
Afghanistan,08-10-2020,1017.665,37.762
Afghanistan,09-10-2020,1019.643,37.813
Afghanistan,10-10-2020,1019.9,37.839
Afghanistan,11-10-2020,1019.9,37.839
Afghanistan,12-10-2020,1022.366,37.942
Afghanistan,13-10-2020,1025.679,38.019
Afghanistan,14-10-2020,1027.375,38.019
Afghanistan,15-10-2020,1028.197,38.044
Afghanistan,16-10-2020,1028.197,38.044
Afghanistan,17-10-2020,1029.404,38.147
Afghanistan,18-10-2020,1031.151,38.224
Afghanistan,19-10-2020,1032.667,38.327
Afghanistan,20-10-2020,1034.902,38.455
Afghanistan,21-10-2020,1037.162,38.507
Afghanistan,22-10-2020,1040.63,38.558
Afghanistan,23-10-2020,1043.61,38.661
Afghanistan,24-10-2020,1045.177,38.712
Afghanistan,25-10-2020,1047.258,38.815
Afghanistan,26-10-2020,1048.927,38.892
Afghanistan,27-10-2020,1054.039,39.097
Afghanistan,28-10-2020,1056.942,39.277
Afghanistan,29-10-2020,1056.942,39.277
Afghanistan,30-10-2020,1060.102,39.354
Afghanistan,31-10-2020,1064.135,39.457
Afghanistan,01-11-2020,1066.087,39.457
Afghanistan,02-11-2020,1069.478,39.586
Afghanistan,03-11-2020,1071.918,39.663
Afghanistan,04-11-2020,1074.127,39.765
Afghanistan,05-11-2020,1077.236,39.92
Afghanistan,06-11-2020,1078.263,39.92
Afghanistan,07-11-2020,1079.753,39.971
Afghanistan,08-11-2020,1082.99,40.125
Afghanistan,09-11-2020,1085.045,40.202
Afghanistan,10-11-2020,1090.799,40.51
Afghanistan,11-11-2020,1090.799,40.51
Afghanistan,12-11-2020,1094.55,40.613
Afghanistan,13-11-2020,1103.797,40.973
Afghanistan,14-11-2020,1105.493,41.23
Afghanistan,15-11-2020,1110.759,41.538
Afghanistan,16-11-2020,1114.946,41.769
Afghanistan,17-11-2020,1116.616,41.923
Afghanistan,18-11-2020,1126.454,42.257
Afghanistan,19-11-2020,1126.454,42.257
Afghanistan,20-11-2020,1133.698,42.386
Afghanistan,21-11-2020,1139.658,43.028
Afghanistan,22-11-2020,1143.614,43.336
Afghanistan,23-11-2020,1150.088,43.542
Afghanistan,24-11-2020,1156.407,43.978
Afghanistan,25-11-2020,1161.159,44.312
Afghanistan,26-11-2020,1166.297,44.62
Afghanistan,27-11-2020,1166.297,44.62
Afghanistan,28-11-2020,1171.794,45.006
Albania,09-03-2020,0.695,
Albania,10-03-2020,2.085,
Albania,11-03-2020,3.475,
Albania,12-03-2020,3.822,0.347
Albania,13-03-2020,7.992,0.347
Albania,14-03-2020,11.467,0.347
Albania,15-03-2020,13.205,0.347
Albania,16-03-2020,14.594,0.347
Albania,17-03-2020,17.722,0.347
Albania,18-03-2020,19.112,0.347
Albania,19-03-2020,20.502,0.695
Albania,20-03-2020,24.324,0.695
Albania,21-03-2020,24.324,0.695
Albania,22-03-2020,26.409,0.695
Albania,23-03-2020,30.926,0.695
Albania,24-03-2020,34.749,1.39
Albania,25-03-2020,42.741,1.737
Albania,26-03-2020,50.733,1.737
Albania,27-03-2020,60.463,2.085
Albania,28-03-2020,64.633,3.127
Albania,29-03-2020,68.455,3.475
Albania,30-03-2020,73.667,3.475
Albania,31-03-2020,77.49,4.17
Albania,01-04-2020,84.44,5.212
Albania,02-04-2020,89.999,5.212
Albania,03-04-2020,96.254,5.56
Albania,04-04-2020,105.636,5.907
Albania,05-04-2020,115.713,6.602
Albania,06-04-2020,125.443,7.297
Albania,07-04-2020,131.003,7.645
Albania,08-04-2020,133.088,7.645
Albania,09-04-2020,138.995,7.645
Albania,10-04-2020,142.122,7.992
Albania,11-04-2020,144.555,7.992
Albania,12-04-2020,150.462,7.992
Albania,13-04-2020,154.979,7.992
Albania,14-04-2020,162.277,7.992
Albania,15-04-2020,165.057,8.34
Albania,16-04-2020,171.659,8.687
Albania,17-04-2020,179.999,9.035
Albania,18-04-2020,187.296,9.035
Albania,19-04-2020,190.423,9.035
Albania,20-04-2020,195.288,9.035
Albania,21-04-2020,202.933,9.035
Albania,22-04-2020,211.62,9.035
Albania,23-04-2020,220.307,9.382
Albania,24-04-2020,230.384,9.382
Albania,25-04-2020,235.597,9.382
Albania,26-04-2020,247.411,9.382
Albania,27-04-2020,252.276,9.73
Albania,28-04-2020,255.751,9.73
Albania,29-04-2020,260.616,10.425
Albania,30-04-2020,266.176,10.772
Albania,01-05-2020,268.608,10.772
Albania,02-05-2020,271.735,10.772
Albania,03-05-2020,274.168,10.772
Albania,04-05-2020,276.253,10.772
Albania,05-05-2020,279.033,10.772
Albania,06-05-2020,284.94,10.772
Albania,07-05-2020,289.11,10.772
Albania,08-05-2020,292.585,10.772
Albania,09-05-2020,295.365,10.772
Albania,10-05-2020,297.449,10.772
Albania,11-05-2020,301.619,10.772
Albania,12-05-2020,303.009,10.772
Albania,13-05-2020,304.399,10.772
Albania,14-05-2020,305.789,10.772
Albania,15-05-2020,312.044,10.772
Albania,16-05-2020,318.299,10.772
Albania,17-05-2020,324.206,10.772
Albania,18-05-2020,328.723,10.772
Albania,19-05-2020,329.418,10.772
Albania,20-05-2020,329.766,10.772
Albania,21-05-2020,334.978,10.772
Albania,22-05-2020,336.716,10.772
Albania,23-05-2020,340.885,10.772
Albania,24-05-2020,343.665,10.772
Albania,25-05-2020,346.793,11.12
Albania,26-05-2020,348.878,11.12
Albania,27-05-2020,357.565,11.467
Albania,28-05-2020,364.862,11.467
Albania,29-05-2020,373.897,11.467
Albania,30-05-2020,381.889,11.467
Albania,31-05-2020,389.881,11.467
Albania,01-06-2020,395.093,11.467
Albania,02-06-2020,397.178,11.467
Albania,03-06-2020,404.476,11.467
Albania,04-06-2020,411.425,11.467
Albania,05-06-2020,415.943,11.467
Albania,06-06-2020,421.155,11.467
Albania,07-06-2020,428.105,11.815
Albania,08-06-2020,432.97,11.815
Albania,09-06-2020,438.877,11.815
Albania,10-06-2020,451.386,11.815
Albania,11-06-2020,465.981,11.815
Albania,12-06-2020,481.27,12.162
Albania,13-06-2020,492.043,12.51
Albania,14-06-2020,508.722,12.51
Albania,15-06-2020,528.529,12.51
Albania,16-06-2020,552.505,12.51
Albania,17-06-2020,580.999,12.857
Albania,18-06-2020,598.374,13.205
Albania,19-06-2020,621.308,13.552
Albania,20-06-2020,638.682,14.594
Albania,21-06-2020,657.099,14.942
Albania,22-06-2020,669.609,15.289
Albania,23-06-2020,693.238,15.289
Albania,24-06-2020,711.307,15.637
Albania,25-06-2020,734.589,16.332
Albania,26-06-2020,761.693,17.027
Albania,27-06-2020,788.45,17.722
Albania,28-06-2020,809.646,18.417
Albania,29-06-2020,834.665,19.112
Albania,30-06-2020,856.905,20.154
Albania,01-07-2020,880.881,21.544
Albania,02-07-2020,896.518,22.587
Albania,03-07-2020,925.012,23.977
Albania,04-07-2020,956.286,25.019
Albania,05-07-2020,979.568,25.714
Albania,06-07-2020,1005.282,26.409
Albania,07-07-2020,1029.953,27.452
Albania,08-07-2020,1055.668,28.147
Albania,09-07-2020,1079.297,28.841
Albania,10-07-2020,1107.791,28.841
Albania,11-07-2020,1139.065,29.536
Albania,12-07-2020,1171.381,30.926
Albania,13-07-2020,1200.222,32.316
Albania,14-07-2020,1240.878,33.011
Albania,15-07-2020,1274.237,33.706
Albania,16-07-2020,1303.774,35.096
Albania,17-07-2020,1338.175,36.139
Albania,18-07-2020,1357.287,37.181
Albania,19-07-2020,1392.731,38.571
Albania,20-07-2020,1421.225,38.919
Albania,21-07-2020,1449.371,39.266
Albania,22-07-2020,1490.722,40.656
Albania,23-07-2020,1514.351,41.699
Albania,24-07-2020,1551.88,42.741
Albania,25-07-2020,1588.019,44.478
Albania,26-07-2020,1611.3,46.563
Albania,27-07-2020,1655.084,47.953
Albania,28-07-2020,1695.74,50.038
Albania,29-07-2020,1736.396,51.428
Albania,30-07-2020,1773.925,52.123
Albania,31-07-2020,1805.893,53.513
Albania,01-08-2020,1833.345,54.556
Albania,02-08-2020,1875.043,55.946
Albania,03-08-2020,1917.784,57.683
Albania,04-08-2020,1952.881,59.768
Albania,05-08-2020,1998.054,61.158
Albania,06-08-2020,2046.355,63.243
Albania,07-08-2020,2090.486,65.328
Albania,08-08-2020,2137.397,65.675
Albania,09-08-2020,2180.485,67.065
Albania,10-08-2020,2227.743,69.15
Albania,11-08-2020,2271.179,69.498
Albania,12-08-2020,2319.828,71.235
Albania,13-08-2020,2368.823,72.277
Albania,14-08-2020,2422.337,74.015
Albania,15-08-2020,2473.07,76.1
Albania,16-08-2020,2522.76,78.185
Albania,17-08-2020,2564.459,79.227
Albania,18-08-2020,2605.81,79.922
Albania,19-08-2020,2659.671,80.617
Albania,20-08-2020,2714.574,81.312
Albania,21-08-2020,2768.434,82.702
Albania,22-08-2020,2821.252,83.397
Albania,23-08-2020,2875.46,85.134
Albania,24-08-2020,2928.279,86.872
Albania,25-08-2020,2990.131,88.262
Albania,26-08-2020,3043.644,89.999
Albania,27-08-2020,3102.022,91.389
Albania,28-08-2020,3156.23,92.432
Albania,29-08-2020,3195.149,94.169
Albania,30-08-2020,3224.338,95.559
Albania,31-08-2020,3259.434,97.297
Albania,01-09-2020,3305.65,98.686
Albania,02-09-2020,3337.967,100.771
Albania,03-09-2020,3380.36,102.856
Albania,04-09-2020,3420.669,104.594
Albania,05-09-2020,3463.41,106.331
Albania,06-09-2020,3510.32,108.416
Albania,07-09-2020,3563.486,109.806
Albania,08-09-2020,3615.957,110.849
Albania,09-09-2020,3667.037,111.544
Albania,10-09-2020,3719.508,111.891
Albania,11-09-2020,3773.716,112.586
Albania,12-09-2020,3829.662,113.628
Albania,13-09-2020,3886.65,114.671
Albania,14-09-2020,3945.027,116.061
Albania,15-09-2020,4003.058,117.451
Albania,16-09-2020,4055.876,118.146
Albania,17-09-2020,4105.914,119.188
Albania,18-09-2020,4151.783,120.926
Albania,19-09-2020,4195.219,122.663
Albania,20-09-2020,4248.384,124.401
Albania,21-09-2020,4303.635,125.791
Albania,22-09-2020,4355.758,126.486
Albania,23-09-2020,4401.279,127.528
Albania,24-09-2020,4443.325,128.57
Albania,25-09-2020,4489.888,128.57
Albania,26-09-2020,4532.977,129.613
Albania,27-09-2020,4570.505,130.308
Albania,28-09-2020,4607.339,131.003
Albania,29-09-2020,4653.207,132.045
Albania,30-09-2020,4697.338,133.435
Albania,01-10-2020,4742.859,134.478
Albania,02-10-2020,4797.415,134.825
Albania,03-10-2020,4852.665,135.173
Albania,04-10-2020,4905.483,136.215
Albania,05-10-2020,4957.259,137.605
Albania,06-10-2020,5007.297,138.995
Albania,07-10-2020,5062.2,140.038
Albania,08-10-2020,5118.493,141.427
Albania,09-10-2020,5177.219,142.817
Albania,10-10-2020,5235.249,143.512
Albania,11-10-2020,5292.585,144.555
Albania,12-10-2020,5350.963,145.945
Albania,13-10-2020,5410.383,147.335
Albania,14-10-2020,5473.626,149.072
Albania,15-10-2020,5544.166,150.81
Albania,16-10-2020,5633.47,152.547
Albania,17-10-2020,5733.894,153.937
Albania,18-10-2020,5828.758,155.674
Albania,19-10-2020,5926.402,156.717
Albania,20-10-2020,6028.911,157.759
Albania,21-10-2020,6133.505,159.149
Albania,22-10-2020,6236.709,160.539
Albania,23-10-2020,6341.65,161.582
Albania,24-10-2020,6447.981,162.972
Albania,25-10-2020,6552.922,164.362
Albania,26-10-2020,6656.821,165.752
Albania,27-10-2020,6756.898,166.794
Albania,28-10-2020,6855.584,169.226
Albania,29-10-2020,6963.653,171.311
Albania,30-10-2020,7059.212,173.396
Albania,31-10-2020,7170.06,174.439
Albania,01-11-2020,7253.805,176.871
Albania,02-11-2020,7367.433,179.999
Albania,03-11-2020,7478.977,183.126
Albania,04-11-2020,7611.37,184.863
Albania,05-11-2020,7748.975,186.253
Albania,06-11-2020,7895.267,188.686
Albania,07-11-2020,8065.189,190.771
Albania,08-11-2020,8237.195,193.551
Albania,09-11-2020,8411.286,194.246
Albania,10-11-2020,8593.717,198.415
Albania,11-11-2020,8789.353,201.195
Albania,12-11-2020,8965.529,205.018
Albania,13-11-2020,9107.999,207.798
Albania,14-11-2020,9278.268,210.23
Albania,15-11-2020,9463.132,212.662
Albania,16-11-2020,9670.582,216.485
Albania,17-11-2020,9879.769,219.265
Albania,18-11-2020,10120.926,221.35
Albania,19-11-2020,10367.989,224.477
Albania,20-11-2020,10641.115,228.299
Albania,21-11-2020,10931.614,233.512
Albania,22-11-2020,11187.713,238.029
Albania,23-11-2020,11384.043,242.894
Albania,24-11-2020,11660.296,248.801
Albania,25-11-2020,11918.827,255.403
Albania,26-11-2020,12142.609,258.183
Albania,27-11-2020,12370.561,261.658
Albania,28-11-2020,12594.69,267.913
Algeria,31-12-2019,,
Algeria,01-01-2020,,
Algeria,02-01-2020,,
Algeria,03-01-2020,,
Algeria,04-01-2020,,
Algeria,05-01-2020,,
Algeria,06-01-2020,,
Algeria,07-01-2020,,
Algeria,08-01-2020,,
Algeria,09-01-2020,,
Algeria,10-01-2020,,
Algeria,11-01-2020,,
Algeria,12-01-2020,,
Algeria,13-01-2020,,
Algeria,14-01-2020,,
Algeria,15-01-2020,,
Algeria,16-01-2020,,
Algeria,17-01-2020,,
Algeria,18-01-2020,,
Algeria,19-01-2020,,
Algeria,20-01-2020,,
Algeria,21-01-2020,,
Algeria,22-01-2020,,
Algeria,23-01-2020,,
Algeria,24-01-2020,,
Algeria,25-01-2020,,
Algeria,26-01-2020,,
Algeria,27-01-2020,,
Algeria,28-01-2020,,
Algeria,29-01-2020,,
Algeria,30-01-2020,,
Algeria,31-01-2020,,
Algeria,01-02-2020,,
Algeria,02-02-2020,,
Algeria,03-02-2020,,
Algeria,04-02-2020,,
Algeria,05-02-2020,,
Algeria,06-02-2020,,
Algeria,07-02-2020,,
Algeria,08-02-2020,,
Algeria,09-02-2020,,
Algeria,10-02-2020,,
Algeria,11-02-2020,,
Algeria,12-02-2020,,
Algeria,13-02-2020,,
Algeria,14-02-2020,,
Algeria,15-02-2020,,
Algeria,16-02-2020,,
Algeria,17-02-2020,,
Algeria,18-02-2020,,
Algeria,19-02-2020,,
Algeria,20-02-2020,,
Algeria,21-02-2020,,
Algeria,22-02-2020,,
Algeria,23-02-2020,,
Algeria,24-02-2020,,
Algeria,25-02-2020,,
Algeria,26-02-2020,0.023,
Algeria,27-02-2020,0.023,
Algeria,28-02-2020,0.023,
Algeria,29-02-2020,0.023,
Algeria,01-03-2020,0.068,
Algeria,02-03-2020,0.068,
Algeria,03-03-2020,,
Algeria,04-03-2020,0.114,
Algeria,05-03-2020,0.274,
Algeria,06-03-2020,0.388,
Algeria,07-03-2020,,
Algeria,08-03-2020,,
Algeria,09-03-2020,0.456,
Algeria,10-03-2020,,
Algeria,11-03-2020,,
Algeria,12-03-2020,0.456,
Algeria,13-03-2020,0.57,0.023
Algeria,14-03-2020,0.593,0.046
Algeria,15-03-2020,0.844,0.046
Algeria,16-03-2020,1.095,0.091
Algeria,17-03-2020,1.323,0.091
Algeria,18-03-2020,1.368,0.114
Algeria,19-03-2020,1.642,0.137
Algeria,20-03-2020,2.052,0.16
Algeria,21-03-2020,2.326,0.228
Algeria,22-03-2020,3.17,0.342
Algeria,23-03-2020,4.584,0.388
Algeria,24-03-2020,5.245,0.388
Algeria,25-03-2020,6.02,0.433
Algeria,26-03-2020,6.887,0.479
Algeria,27-03-2020,8.369,0.57
Algeria,28-03-2020,9.327,0.593
Algeria,29-03-2020,10.353,0.661
Algeria,30-03-2020,11.653,0.707
Algeria,31-03-2020,13.318,0.798
Algeria,01-04-2020,16.328,1.003
Algeria,02-04-2020,19.315,1.323
Algeria,03-04-2020,22.485,1.437
Algeria,04-04-2020,26.704,2.394
Algeria,05-04-2020,28.528,2.965
Algeria,06-04-2020,30.102,3.466
Algeria,07-04-2020,32.451,3.945
Algeria,08-04-2020,33.477,4.401
Algeria,09-04-2020,35.849,4.675
Algeria,10-04-2020,37.992,5.359
Algeria,11-04-2020,40.159,5.838
Algeria,12-04-2020,41.618,6.271
Algeria,13-04-2020,43.648,6.682
Algeria,14-04-2020,45.221,7.138
Algeria,15-04-2020,47.205,7.411
Algeria,16-04-2020,49.258,7.662
Algeria,17-04-2020,51.721,7.936
Algeria,18-04-2020,55.141,8.301
Algeria,19-04-2020,57.809,8.369
Algeria,20-04-2020,59.953,8.552
