location,date,total_cases_per_million,total_deaths_per_million
Senegal,17-05-2020,145.067,1.493
Senegal,18-05-2020,148.113,1.553
Senegal,19-05-2020,151.936,1.553
Senegal,20-05-2020,156.295,1.792
Senegal,21-05-2020,162.089,1.792
Senegal,22-05-2020,167.941,1.971
Senegal,23-05-2020,173.735,1.971
Senegal,24-05-2020,177.736,2.09
Senegal,25-05-2020,181.976,2.09
Senegal,26-05-2020,186.933,2.15
Senegal,27-05-2020,188.785,2.21
Senegal,28-05-2020,194.279,2.329
Senegal,29-05-2020,199.953,2.449
Senegal,30-05-2020,204.791,2.449
Senegal,31-05-2020,211.121,2.508
Senegal,01-06-2020,217.691,2.508
Senegal,02-06-2020,223.305,2.508
Senegal,03-06-2020,229.098,2.568
Senegal,04-06-2020,234.831,2.688
Senegal,05-06-2020,240.147,2.688
Senegal,06-06-2020,248.15,2.688
Senegal,07-06-2020,253.764,2.807
Senegal,08-06-2020,258.482,2.926
Senegal,09-06-2020,264.394,3.106
Senegal,10-06-2020,269.71,3.106
Senegal,11-06-2020,277.115,3.225
Senegal,12-06-2020,284.222,3.344
Senegal,13-06-2020,289.717,3.344
Senegal,14-06-2020,298.377,3.583
Senegal,15-06-2020,303.991,3.583
Senegal,16-06-2020,308.948,3.822
Senegal,17-06-2020,313.367,4.181
Senegal,18-06-2020,320.654,4.36
Senegal,19-06-2020,326.984,4.539
Senegal,20-06-2020,336.779,4.718
Senegal,21-06-2020,342.691,4.897
Senegal,22-06-2020,351.65,5.017
Senegal,23-06-2020,356.547,5.136
Senegal,24-06-2020,360.369,5.315
Senegal,25-06-2020,366.043,5.554
Senegal,26-06-2020,372.254,5.614
Senegal,27-06-2020,379.481,5.853
Senegal,28-06-2020,385.752,6.092
Senegal,29-06-2020,393.337,6.271
Senegal,30-06-2020,400.026,6.45
Senegal,01-07-2020,405.699,6.689
Senegal,02-07-2020,413.583,6.928
Senegal,03-07-2020,421.287,7.226
Senegal,04-07-2020,427.857,7.465
Senegal,05-07-2020,434.307,7.704
Senegal,06-07-2020,441.951,7.943
Senegal,07-07-2020,446.61,8.122
Senegal,08-07-2020,450.731,8.182
Senegal,09-07-2020,457.3,8.421
Senegal,10-07-2020,464.885,8.54
Senegal,11-07-2020,470.738,8.66
Senegal,12-07-2020,478.621,8.66
Senegal,13-07-2020,485.848,8.839
Senegal,14-07-2020,489.61,8.958
Senegal,15-07-2020,492.298,8.958
Senegal,16-07-2020,499.823,9.138
Senegal,17-07-2020,506.512,9.317
Senegal,18-07-2020,510.274,9.556
Senegal,19-07-2020,517.74,9.735
Senegal,20-07-2020,526.161,9.974
Senegal,21-07-2020,534.403,10.153
Senegal,22-07-2020,536.612,10.392
Senegal,23-07-2020,544.735,10.571
Senegal,24-07-2020,553.395,10.631
Senegal,25-07-2020,562.711,10.87
Senegal,26-07-2020,570.475,11.168
Senegal,27-07-2020,578.18,11.407
Senegal,28-07-2020,583.137,11.586
Senegal,29-07-2020,585.585,11.825
Senegal,30-07-2020,594.902,11.945
Senegal,31-07-2020,603.562,12.184
Senegal,01-08-2020,611.087,12.243
Senegal,02-08-2020,614.193,12.482
Senegal,03-08-2020,617.776,12.482
Senegal,04-08-2020,620.284,12.602
Senegal,05-08-2020,623.032,12.781
Senegal,06-08-2020,629.362,12.781
Senegal,07-08-2020,639.933,13.318
Senegal,08-08-2020,650.206,13.438
Senegal,09-08-2020,658.925,13.677
Senegal,10-08-2020,667.406,13.856
Senegal,11-08-2020,675.588,14.095
Senegal,12-08-2020,679.649,14.214
Senegal,13-08-2020,692.012,14.453
Senegal,14-08-2020,701.15,14.572
Senegal,15-08-2020,709.033,14.871
Senegal,16-08-2020,718.589,14.991
Senegal,17-08-2020,726.353,15.11
Senegal,18-08-2020,730.832,15.289
Senegal,19-08-2020,734.893,15.289
Senegal,20-08-2020,743.314,15.409
Senegal,21-08-2020,750.063,15.588
Senegal,22-08-2020,757.827,15.647
Senegal,23-08-2020,767.442,15.886
Senegal,24-08-2020,773.355,16.066
Senegal,25-08-2020,777.177,16.245
Senegal,26-08-2020,779.745,16.364
Senegal,27-08-2020,787.509,16.424
Senegal,28-08-2020,793.959,16.543
Senegal,29-08-2020,799.334,16.663
Senegal,30-08-2020,803.635,16.842
Senegal,31-08-2020,809.607,16.961
Senegal,01-09-2020,812.892,16.961
Senegal,02-09-2020,816.296,16.961
Senegal,03-09-2020,820.775,17.141
Senegal,04-09-2020,825.732,17.141
Senegal,05-09-2020,829.017,17.141
Senegal,06-09-2020,833.018,17.141
Senegal,07-09-2020,835.347,17.32
Senegal,08-09-2020,836.96,17.379
Senegal,09-09-2020,838.752,17.439
Senegal,10-09-2020,842.216,17.499
Senegal,11-09-2020,845.082,17.499
Senegal,12-09-2020,847.65,17.499
Senegal,13-09-2020,850.278,17.618
Senegal,14-09-2020,852.846,17.738
Senegal,15-09-2020,854.399,17.738
Senegal,16-09-2020,867.717,17.797
Senegal,17-09-2020,870.047,17.857
Senegal,18-09-2020,873.033,17.917
Senegal,19-09-2020,874.645,17.977
Senegal,20-09-2020,877.213,18.036
Senegal,21-09-2020,878.766,18.036
Senegal,22-09-2020,880.2,18.036
Senegal,23-09-2020,881.454,18.036
Senegal,24-09-2020,883.604,18.096
Senegal,25-09-2020,884.858,18.156
Senegal,26-09-2020,884.858,18.156
Senegal,27-09-2020,888.023,18.275
Senegal,28-09-2020,890.412,18.395
Senegal,29-09-2020,891.009,18.454
Senegal,30-09-2020,892.562,18.514
Senegal,01-10-2020,894.772,18.574
Senegal,02-10-2020,896.982,18.574
Senegal,03-10-2020,898.893,18.634
Senegal,04-10-2020,899.908,18.634
Senegal,05-10-2020,901.461,18.634
Senegal,06-10-2020,903.133,18.634
Senegal,07-10-2020,904.268,18.634
Senegal,08-10-2020,906.239,18.693
Senegal,09-10-2020,907.194,18.693
Senegal,10-10-2020,908.568,18.693
Senegal,11-10-2020,910.419,18.753
Senegal,12-10-2020,911.853,18.753
Senegal,13-10-2020,913.286,18.813
Senegal,14-10-2020,914.182,18.813
Senegal,15-10-2020,915.615,18.873
Senegal,16-10-2020,916.631,18.873
Senegal,17-10-2020,917.825,18.932
Senegal,18-10-2020,919.259,18.932
Senegal,19-10-2020,920.811,18.932
Senegal,20-10-2020,921.647,19.052
Senegal,21-10-2020,923.26,19.111
Senegal,22-10-2020,924.753,19.171
Senegal,23-10-2020,926.186,19.171
Senegal,24-10-2020,927.202,19.171
Senegal,25-10-2020,928.277,19.171
Senegal,26-10-2020,928.754,19.171
Senegal,27-10-2020,929.591,19.231
Senegal,28-10-2020,929.949,19.231
Senegal,29-10-2020,930.606,19.231
Senegal,30-10-2020,931.263,19.291
Senegal,31-10-2020,931.98,19.291
Senegal,01-11-2020,932.636,19.35
Senegal,02-11-2020,933.473,19.41
Senegal,03-11-2020,933.891,19.41
Senegal,04-11-2020,933.891,19.41
Senegal,05-11-2020,934.07,19.47
Senegal,06-11-2020,934.07,19.47
Senegal,07-11-2020,936.22,19.47
Senegal,08-11-2020,937.235,19.47
Senegal,09-11-2020,938.131,19.47
Senegal,10-11-2020,938.31,19.47
Senegal,11-11-2020,938.848,19.47
Senegal,12-11-2020,939.744,19.47
Senegal,13-11-2020,940.281,19.47
Senegal,14-11-2020,940.938,19.47
Senegal,15-11-2020,942.371,19.529
Senegal,16-11-2020,943.207,19.589
Senegal,17-11-2020,943.685,19.649
Senegal,18-11-2020,943.984,19.649
Senegal,19-11-2020,944.999,19.649
Senegal,20-11-2020,945.716,19.649
Senegal,21-11-2020,946.492,19.709
Senegal,22-11-2020,947.508,19.709
Senegal,23-11-2020,948.523,19.709
Senegal,24-11-2020,949.419,19.709
Senegal,25-11-2020,950.076,19.768
Senegal,26-11-2020,951.21,19.768
Senegal,27-11-2020,953.181,19.768
Senegal,28-11-2020,954.435,19.828
Serbia,26-02-2020,,
Serbia,27-02-2020,,
Serbia,28-02-2020,,
Serbia,29-02-2020,,
Serbia,01-03-2020,,
Serbia,02-03-2020,,
Serbia,03-03-2020,,
Serbia,04-03-2020,,
Serbia,05-03-2020,,
Serbia,06-03-2020,,
Serbia,07-03-2020,0.147,
Serbia,08-03-2020,,
Serbia,09-03-2020,,
Serbia,10-03-2020,,
Serbia,11-03-2020,0.735,
Serbia,12-03-2020,2.645,
Serbia,13-03-2020,3.527,
Serbia,14-03-2020,6.025,
Serbia,15-03-2020,6.76,
Serbia,16-03-2020,8.083,
Serbia,17-03-2020,8.377,
Serbia,18-03-2020,10.581,
Serbia,19-03-2020,13.814,
Serbia,20-03-2020,18.517,
Serbia,21-03-2020,19.84,0.147
Serbia,22-03-2020,21.897,0.147
Serbia,23-03-2020,27.628,0.147
Serbia,24-03-2020,32.625,0.147
Serbia,25-03-2020,36.593,0.147
Serbia,26-03-2020,44.529,0.294
Serbia,27-03-2020,56.432,0.441
Serbia,28-03-2020,67.16,0.882
Serbia,29-03-2020,96.846,1.47
Serbia,30-03-2020,108.897,1.91
Serbia,31-03-2020,115.363,2.351
Serbia,01-04-2020,132.264,3.38
Serbia,02-04-2020,155.777,3.38
Serbia,03-04-2020,172.09,4.556
Serbia,04-04-2020,216.912,5.731
Serbia,05-04-2020,238.662,6.466
Serbia,06-04-2020,280.399,7.495
Serbia,07-04-2020,323.311,8.524
Serbia,08-04-2020,359.61,8.965
Serbia,09-04-2020,391.794,9.552
Serbia,10-04-2020,421.333,9.699
Serbia,11-04-2020,456.309,10.434
Serbia,12-04-2020,496.723,10.875
Serbia,13-04-2020,533.463,11.757
Serbia,14-04-2020,595.774,12.492
Serbia,15-04-2020,656.174,13.814
Serbia,16-04-2020,716.134,14.549
Serbia,17-04-2020,781.531,15.137
Serbia,18-04-2020,836.2,16.166
Serbia,19-04-2020,880.875,17.194
Serbia,20-04-2020,928.49,17.929
Serbia,21-04-2020,974.341,18.37
Serbia,22-04-2020,1012.551,18.37
Serbia,23-04-2020,1045.47,19.693
Serbia,24-04-2020,1069.277,20.427
Serbia,25-04-2020,1099.698,21.162
Serbia,26-04-2020,1143.198,22.191
Serbia,27-04-2020,1181.848,22.926
Serbia,28-04-2020,1216.09,23.807
Serbia,29-04-2020,1248.715,24.689
Serbia,30-04-2020,1282.075,25.424
Serbia,01-05-2020,1323.958,26.306
Serbia,02-05-2020,1352.762,27.188
Serbia,03-05-2020,1375.835,27.775
Serbia,04-05-2020,1390.825,28.363
Serbia,05-05-2020,1404.492,28.951
Serbia,06-05-2020,1422.127,29.392
Serbia,07-05-2020,1438.88,29.833
Serbia,08-05-2020,1447.257,30.274
Serbia,09-05-2020,1461.218,30.715
Serbia,10-05-2020,1474.298,31.302
Serbia,11-05-2020,1486.348,31.596
Serbia,12-05-2020,1495.46,32.037
Serbia,13-05-2020,1505.306,32.331
Serbia,14-05-2020,1512.948,32.625
Serbia,15-05-2020,1524.558,32.919
Serbia,16-05-2020,1533.963,33.066
Serbia,17-05-2020,1542.487,33.507
Serbia,18-05-2020,1559.24,33.801
Serbia,19-05-2020,1572.32,33.948
Serbia,20-05-2020,1577.316,34.389
Serbia,21-05-2020,1592.012,34.535
Serbia,22-05-2020,1604.651,34.829
Serbia,23-05-2020,1620.081,34.829
Serbia,24-05-2020,1630.075,34.976
Serbia,25-05-2020,1639.921,34.976
Serbia,26-05-2020,1644.918,35.123
Serbia,27-05-2020,1649.914,35.123
Serbia,28-05-2020,1656.968,35.27
Serbia,29-05-2020,1660.642,35.417
Serbia,30-05-2020,1668.578,35.564
Serbia,31-05-2020,1672.546,35.564
Serbia,01-06-2020,1677.102,35.711
Serbia,02-06-2020,1679.747,35.858
Serbia,03-06-2020,1683.274,36.005
Serbia,04-06-2020,1693.414,36.005
Serbia,05-06-2020,1700.468,36.152
Serbia,06-06-2020,1714.576,36.299
Serbia,07-06-2020,1725.451,36.446
Serbia,08-06-2020,1737.502,36.593
Serbia,09-06-2020,1748.23,36.74
Serbia,10-06-2020,1758.37,36.74
Serbia,11-06-2020,1768.07,36.887
Serbia,12-06-2020,1778.504,37.034
Serbia,13-06-2020,1789.232,37.034
Serbia,14-06-2020,1800.401,37.181
Serbia,15-06-2020,1809.071,37.328
Serbia,16-06-2020,1817.448,37.475
Serbia,17-06-2020,1826.119,37.622
Serbia,18-06-2020,1840.227,37.769
Serbia,19-06-2020,1854.041,37.916
Serbia,20-06-2020,1867.708,38.063
Serbia,21-06-2020,1881.522,38.209
Serbia,22-06-2020,1894.896,38.356
Serbia,23-06-2020,1909.004,38.503
Serbia,24-06-2020,1923.994,38.65
Serbia,25-06-2020,1945.009,38.65
Serbia,26-06-2020,1965.142,38.797
Serbia,27-06-2020,1993.506,38.944
Serbia,28-06-2020,2026.865,39.238
Serbia,29-06-2020,2064.193,39.679
Serbia,30-06-2020,2099.757,40.267
Serbia,01-07-2020,2140.318,40.708
Serbia,02-07-2020,2180.291,41.296
Serbia,03-07-2020,2233.05,42.177
Serbia,04-07-2020,2278.46,43.794
Serbia,05-07-2020,2326.222,44.97
Serbia,06-07-2020,2370.604,45.704
Serbia,07-07-2020,2413.075,46.586
Serbia,08-07-2020,2457.016,48.497
Serbia,09-07-2020,2509.48,50.113
Serbia,10-07-2020,2548.572,51.73
Serbia,11-07-2020,2605.298,54.375
Serbia,12-07-2020,2655.999,56.139
Serbia,13-07-2020,2698.176,57.755
Serbia,14-07-2020,2739.178,59.519
Serbia,15-07-2020,2789.732,61.429
Serbia,16-07-2020,2841.315,63.046
Serbia,17-07-2020,2897.6,64.956
Serbia,18-07-2020,2955.209,66.426
Serbia,19-07-2020,3012.376,67.748
Serbia,20-07-2020,3070.572,69.365
Serbia,21-07-2020,3123.33,70.834
Serbia,22-07-2020,3175.06,72.157
Serbia,23-07-2020,3237.665,73.333
Serbia,24-07-2020,3298.212,74.655
Serbia,25-07-2020,3358.318,76.125
Serbia,26-07-2020,3418.719,77.301
Serbia,27-07-2020,3487.349,78.476
Serbia,28-07-2020,3547.749,79.799
Serbia,29-07-2020,3603.447,80.975
Serbia,30-07-2020,3658.116,82.003
Serbia,31-07-2020,3705.29,83.032
Serbia,01-08-2020,3755.109,84.208
Serbia,02-08-2020,3803.606,85.53
Serbia,03-08-2020,3849.31,86.706
Serbia,04-08-2020,3887.226,87.882
Serbia,05-08-2020,3929.403,88.91
Serbia,06-08-2020,3972.756,90.233
Serbia,07-08-2020,4016.697,91.262
Serbia,08-08-2020,4057.258,91.997
Serbia,09-08-2020,4094.732,92.878
Serbia,10-08-2020,4129.415,94.201
Serbia,11-08-2020,4153.369,94.936
Serbia,12-08-2020,4187.905,95.818
Serbia,13-08-2020,4225.232,96.699
Serbia,14-08-2020,4261.531,97.14
Serbia,15-08-2020,4296.067,97.728
Serbia,16-08-2020,4331.043,98.463
Serbia,17-08-2020,4362.052,99.051
Serbia,18-08-2020,4376.748,99.492
Serbia,19-08-2020,4392.619,100.079
Serbia,20-08-2020,4415.839,100.52
Serbia,21-08-2020,4439.499,101.255
Serbia,22-08-2020,4464.336,101.696
Serbia,23-08-2020,4489.319,102.137
Serbia,24-08-2020,4505.337,102.578
Serbia,25-08-2020,4513.714,103.019
Serbia,26-08-2020,4529.292,103.606
Serbia,27-08-2020,4551.923,103.9
Serbia,28-08-2020,4570.293,103.9
Serbia,29-08-2020,4586.165,104.194
Serbia,30-08-2020,4597.187,104.341
Serbia,31-08-2020,4609.385,104.488
Serbia,01-09-2020,4615.41,104.782
Serbia,02-09-2020,4626.579,105.076
Serbia,03-09-2020,4641.128,105.223
Serbia,04-09-2020,4655.089,105.517
Serbia,05-09-2020,4669.197,105.958
Serbia,06-09-2020,4680.513,106.252
Serbia,07-09-2020,4688.743,106.399
Serbia,08-09-2020,4694.033,106.546
Serbia,09-09-2020,4701.822,106.84
Serbia,10-09-2020,4714.167,106.987
Serbia,11-09-2020,4722.69,107.133
Serbia,12-09-2020,4736.211,107.28
Serbia,13-09-2020,4746.792,107.427
Serbia,14-09-2020,4762.663,107.721
Serbia,15-09-2020,4766.925,107.721
Serbia,16-09-2020,4777.8,108.015
Serbia,17-09-2020,4792.79,108.162
Serbia,18-09-2020,4804.841,108.456
Serbia,19-09-2020,4813.952,108.603
Serbia,20-09-2020,4826.15,108.75
Serbia,21-09-2020,4836.143,108.897
Serbia,22-09-2020,4840.552,109.191
Serbia,23-09-2020,4849.516,109.191
Serbia,24-09-2020,4861.42,109.338
Serbia,25-09-2020,4873.618,109.485
Serbia,26-09-2020,4884.64,109.632
Serbia,27-09-2020,4895.515,109.632
Serbia,28-09-2020,4906.096,109.779
Serbia,29-09-2020,4910.505,109.926
Serbia,30-09-2020,4920.057,110.073
Serbia,01-10-2020,4930.638,110.073
Serbia,02-10-2020,4946.951,110.22
Serbia,03-10-2020,4957.679,110.367
Serbia,04-10-2020,4973.403,110.661
Serbia,05-10-2020,4982.074,110.807
Serbia,06-10-2020,4982.074,110.807
Serbia,07-10-2020,5007.204,111.248
Serbia,08-10-2020,5024.986,111.395
Serbia,09-10-2020,5047.177,111.689
Serbia,10-10-2020,5072.601,111.836
Serbia,11-10-2020,5097.29,111.983
Serbia,12-10-2020,5112.28,112.13
Serbia,13-10-2020,5122.126,112.424
Serbia,14-10-2020,5144.464,112.718
Serbia,15-10-2020,5180.469,112.865
Serbia,16-10-2020,5210.302,113.159
Serbia,17-10-2020,5249.246,113.453
Serbia,18-10-2020,5282.606,113.747
Serbia,19-10-2020,5314.055,114.041
Serbia,20-10-2020,5331.984,114.334
Serbia,21-10-2020,5379.893,114.628
Serbia,22-10-2020,5455.136,114.628
Serbia,23-10-2020,5516.272,115.069
Serbia,24-10-2020,5601.361,115.51
Serbia,25-10-2020,5712.61,115.951
Serbia,26-10-2020,5802.843,116.392
Serbia,27-10-2020,5852.956,116.539
Serbia,28-10-2020,6007.704,117.274
Serbia,29-10-2020,6202.866,118.008
Serbia,30-10-2020,6406.258,118.89
Serbia,31-10-2020,6633.311,119.625
Serbia,01-11-2020,6900.336,120.507
Serbia,02-11-2020,7113.28,121.389
Serbia,03-11-2020,7231.142,122.417
Serbia,04-11-2020,7507.132,124.034
Serbia,05-11-2020,7861.598,124.916
Serbia,06-11-2020,8182.117,126.532
Serbia,07-11-2020,8517.478,128.002
Serbia,08-11-2020,8910.889,129.324
Serbia,09-11-2020,9221.268,130.794
Serbia,10-11-2020,9414.96,132.411
Serbia,11-11-2020,9829.827,134.468
Serbia,12-11-2020,10349.476,137.554
Serbia,13-11-2020,10840.467,140.346
Serbia,14-11-2020,11354.679,142.845
Serbia,15-11-2020,11916.358,145.343
Serbia,16-11-2020,12428.071,148.282
Serbia,17-11-2020,12841.468,151.368
Serbia,18-11-2020,13575.383,154.895
Serbia,19-11-2020,14400.267,158.863
Serbia,20-11-2020,15298.043,163.125
Serbia,21-11-2020,16217.127,167.534
Serbia,22-11-2020,17065.671,171.649
Serbia,23-11-2020,17799.734,176.204
Serbia,24-11-2020,18544.378,181.789
Serbia,25-11-2020,19549.875,187.226
Serbia,26-11-2020,20663.681,193.252
Serbia,27-11-2020,21781.455,200.747
Serbia,28-11-2020,22924.8,209.123
Seychelles,15-03-2020,20.338,
Seychelles,16-03-2020,30.506,
Seychelles,17-03-2020,40.675,
Seychelles,18-03-2020,40.675,
Seychelles,19-03-2020,61.013,
Seychelles,20-03-2020,61.013,
Seychelles,21-03-2020,71.182,
Seychelles,22-03-2020,71.182,
Seychelles,23-03-2020,71.182,
Seychelles,24-03-2020,71.182,
Seychelles,25-03-2020,71.182,
Seychelles,26-03-2020,71.182,
Seychelles,27-03-2020,71.182,
Seychelles,28-03-2020,71.182,
Seychelles,29-03-2020,71.182,
Seychelles,30-03-2020,81.35,
Seychelles,31-03-2020,101.688,
Seychelles,01-04-2020,101.688,
Seychelles,02-04-2020,101.688,
Seychelles,03-04-2020,101.688,
Seychelles,04-04-2020,101.688,
Seychelles,05-04-2020,101.688,
Seychelles,06-04-2020,101.688,
Seychelles,07-04-2020,101.688,
Seychelles,08-04-2020,101.688,
Seychelles,09-04-2020,101.688,
Seychelles,10-04-2020,101.688,
Seychelles,11-04-2020,101.688,
Seychelles,12-04-2020,101.688,
Seychelles,13-04-2020,101.688,
Seychelles,14-04-2020,101.688,
Seychelles,15-04-2020,111.857,
Seychelles,16-04-2020,111.857,
Seychelles,17-04-2020,111.857,
Seychelles,18-04-2020,111.857,
Seychelles,19-04-2020,111.857,
Seychelles,20-04-2020,111.857,
Seychelles,21-04-2020,111.857,
Seychelles,22-04-2020,111.857,
Seychelles,23-04-2020,111.857,
Seychelles,24-04-2020,111.857,
Seychelles,25-04-2020,111.857,
Seychelles,26-04-2020,111.857,
Seychelles,27-04-2020,111.857,
Seychelles,28-04-2020,111.857,
Seychelles,29-04-2020,111.857,
Seychelles,30-04-2020,111.857,
Seychelles,01-05-2020,111.857,
Seychelles,02-05-2020,111.857,
Seychelles,03-05-2020,111.857,
Seychelles,04-05-2020,111.857,
Seychelles,05-05-2020,111.857,
Seychelles,06-05-2020,111.857,
Seychelles,07-05-2020,111.857,
Seychelles,08-05-2020,111.857,
Seychelles,09-05-2020,111.857,
Seychelles,10-05-2020,111.857,
Seychelles,11-05-2020,111.857,
Seychelles,12-05-2020,111.857,
Seychelles,13-05-2020,111.857,
Seychelles,14-05-2020,111.857,
Seychelles,15-05-2020,111.857,
Seychelles,16-05-2020,111.857,
Seychelles,17-05-2020,111.857,
Seychelles,18-05-2020,111.857,
Seychelles,19-05-2020,111.857,
Seychelles,20-05-2020,111.857,
Seychelles,21-05-2020,111.857,
Seychelles,22-05-2020,111.857,
Seychelles,23-05-2020,111.857,
Seychelles,24-05-2020,111.857,
Seychelles,25-05-2020,111.857,
Seychelles,26-05-2020,111.857,
Seychelles,27-05-2020,111.857,
Seychelles,28-05-2020,111.857,
Seychelles,29-05-2020,111.857,
Seychelles,30-05-2020,111.857,
Seychelles,31-05-2020,111.857,
Seychelles,01-06-2020,111.857,
Seychelles,02-06-2020,111.857,
Seychelles,03-06-2020,111.857,
Seychelles,04-06-2020,111.857,
Seychelles,05-06-2020,111.857,
Seychelles,06-06-2020,111.857,
Seychelles,07-06-2020,111.857,
Seychelles,08-06-2020,111.857,
Seychelles,09-06-2020,111.857,
Seychelles,10-06-2020,111.857,
Seychelles,11-06-2020,111.857,
Seychelles,12-06-2020,111.857,
Seychelles,13-06-2020,111.857,
Seychelles,14-06-2020,111.857,
Seychelles,15-06-2020,111.857,
Seychelles,16-06-2020,111.857,
Seychelles,17-06-2020,111.857,
Seychelles,18-06-2020,111.857,
Seychelles,19-06-2020,111.857,
Seychelles,20-06-2020,111.857,
Seychelles,21-06-2020,111.857,
Seychelles,22-06-2020,111.857,
Seychelles,23-06-2020,111.857,
Seychelles,24-06-2020,111.857,
Seychelles,25-06-2020,111.857,
Seychelles,26-06-2020,111.857,
Seychelles,27-06-2020,111.857,
Seychelles,28-06-2020,111.857,
Seychelles,29-06-2020,111.857,
Seychelles,30-06-2020,111.857,
Seychelles,01-07-2020,111.857,
Seychelles,02-07-2020,111.857,
Seychelles,03-07-2020,111.857,
Seychelles,04-07-2020,111.857,
Seychelles,05-07-2020,111.857,
Seychelles,06-07-2020,111.857,
Seychelles,07-07-2020,823.673,
Seychelles,08-07-2020,823.673,
Seychelles,09-07-2020,925.361,
Seychelles,10-07-2020,955.867,
Seychelles,11-07-2020,1016.88,
Seychelles,12-07-2020,1016.88,
Seychelles,13-07-2020,1016.88,
Seychelles,14-07-2020,1016.88,
Seychelles,15-07-2020,1016.88,
Seychelles,16-07-2020,1016.88,
Seychelles,17-07-2020,1016.88,
Seychelles,18-07-2020,1016.88,
Seychelles,19-07-2020,1016.88,
Seychelles,20-07-2020,1016.88,
Seychelles,21-07-2020,1098.231,
Seychelles,22-07-2020,1159.243,
Seychelles,23-07-2020,1159.243,
Seychelles,24-07-2020,1159.243,
Seychelles,25-07-2020,1159.243,
Seychelles,26-07-2020,1159.243,
Seychelles,27-07-2020,1159.243,
Seychelles,28-07-2020,1159.243,
Seychelles,29-07-2020,1159.243,
Seychelles,30-07-2020,1159.243,
Seychelles,31-07-2020,1159.243,
Seychelles,01-08-2020,1159.243,
Seychelles,02-08-2020,1159.243,
Seychelles,03-08-2020,1159.243,
Seychelles,04-08-2020,1159.243,
Seychelles,05-08-2020,1281.269,
Seychelles,06-08-2020,1281.269,
Seychelles,07-08-2020,1281.269,
Seychelles,08-08-2020,1281.269,
Seychelles,09-08-2020,1281.269,
Seychelles,10-08-2020,1281.269,
Seychelles,11-08-2020,1281.269,
Seychelles,12-08-2020,1291.438,
Seychelles,13-08-2020,1291.438,
Seychelles,14-08-2020,1291.438,
Seychelles,15-08-2020,1291.438,
Seychelles,16-08-2020,1291.438,
Seychelles,17-08-2020,1291.438,
Seychelles,18-08-2020,1291.438,
Seychelles,19-08-2020,1291.438,
Seychelles,20-08-2020,1342.282,
Seychelles,21-08-2020,1342.282,
Seychelles,22-08-2020,1342.282,
Seychelles,23-08-2020,1342.282,
Seychelles,24-08-2020,1342.282,
Seychelles,25-08-2020,1342.282,
Seychelles,26-08-2020,1382.957,
Seychelles,27-08-2020,1382.957,
Seychelles,28-08-2020,1382.957,
Seychelles,29-08-2020,1382.957,
Seychelles,30-08-2020,1382.957,
Seychelles,31-08-2020,1382.957,
Seychelles,01-09-2020,1382.957,
Seychelles,02-09-2020,1382.957,
Seychelles,03-09-2020,1382.957,
Seychelles,04-09-2020,1382.957,
Seychelles,05-09-2020,1382.957,
Seychelles,06-09-2020,1382.957,
Seychelles,07-09-2020,1393.126,
Seychelles,08-09-2020,1393.126,
Seychelles,09-09-2020,1393.126,
Seychelles,10-09-2020,1393.126,
Seychelles,11-09-2020,1393.126,
Seychelles,12-09-2020,1393.126,
Seychelles,13-09-2020,1413.463,
Seychelles,14-09-2020,1413.463,
Seychelles,15-09-2020,1423.632,
Seychelles,16-09-2020,1423.632,
Seychelles,17-09-2020,1423.632,
Seychelles,18-09-2020,1433.801,
Seychelles,19-09-2020,1433.801,
Seychelles,20-09-2020,1433.801,
Seychelles,21-09-2020,1433.801,
Seychelles,22-09-2020,1454.139,
Seychelles,23-09-2020,1454.139,
Seychelles,24-09-2020,1454.139,
Seychelles,25-09-2020,1454.139,
Seychelles,26-09-2020,1454.139,
Seychelles,27-09-2020,1454.139,
Seychelles,28-09-2020,1454.139,
Seychelles,29-09-2020,1454.139,
Seychelles,30-09-2020,1454.139,
Seychelles,01-10-2020,1464.308,
Seychelles,02-10-2020,1464.308,
Seychelles,03-10-2020,1464.308,
Seychelles,04-10-2020,1474.476,
Seychelles,05-10-2020,1474.476,
Seychelles,06-10-2020,1504.983,
Seychelles,07-10-2020,1504.983,
Seychelles,08-10-2020,1504.983,
Seychelles,09-10-2020,1504.983,
Seychelles,10-10-2020,1504.983,
Seychelles,11-10-2020,1504.983,
Seychelles,12-10-2020,1504.983,
Seychelles,13-10-2020,1504.983,
Seychelles,14-10-2020,1504.983,
Seychelles,15-10-2020,1504.983,
Seychelles,16-10-2020,1515.152,
Seychelles,17-10-2020,1515.152,
Seychelles,18-10-2020,1515.152,
Seychelles,19-10-2020,1515.152,
Seychelles,20-10-2020,1515.152,
Seychelles,21-10-2020,1515.152,
Seychelles,22-10-2020,1535.489,
Seychelles,23-10-2020,1555.827,
Seychelles,24-10-2020,1555.827,
Seychelles,25-10-2020,1555.827,
Seychelles,26-10-2020,1555.827,
Seychelles,27-10-2020,1555.827,
Seychelles,28-10-2020,1555.827,
Seychelles,29-10-2020,1555.827,
Seychelles,30-10-2020,1555.827,
Seychelles,31-10-2020,1555.827,
Seychelles,01-11-2020,1555.827,
Seychelles,02-11-2020,1555.827,
Seychelles,03-11-2020,1576.164,
Seychelles,04-11-2020,1596.502,
Seychelles,05-11-2020,1596.502,
Seychelles,06-11-2020,1606.671,
Seychelles,07-11-2020,1606.671,
